customer_id,country,plan,signup_date
250,USA,Basic,2022-09-07
251,USA,Premium,2022-09-08
252,USA,Premium,2022-09-09
253,Canada,Basic,2022-09-10
254,USA,Standard,2022-09-11
255,Canada,Premium,2022-09-12
256,UK,Premium,2022-09-13
257,India,Basic,2022-09-14
258,USA,Premium,2022-09-15
259,India,Basic,2022-09-16
260,India,Standard,2022-09-17
261,UK,Premium,2022-09-18
262,UK,Premium,2022-09-19
263,Canada,Premium,2022-09-20
264,Canada,Basic,2022-09-21
265,USA,Premium,2022-09-22
266,UK,Premium,2022-09-23
267,UK,Standard,2022-09-24
268,India,Premium,2022-09-25
269,UK,Standard,2022-09-26
270,Canada,Premium,2022-09-27
271,UK,Premium,2022-09-28
272,USA,Basic,2022-09-29
273,USA,Basic,2022-09-30
274,UK,Premium,2022-10-01
275,USA,Standard,2022-10-02
276,USA,Standard,2022-10-03
277,UK,Standard,2022-10-04
278,Canada,Basic,2022-10-05
279,USA,Standard,2022-10-06
280,Canada,Standard,2022-10-07
281,USA,Standard,2022-10-08
282,USA,Basic,2022-10-09
283,Canada,Premium,2022-10-10
284,UK,Premium,2022-10-11
285,Canada,Standard,2022-10-12
286,India,Basic,2022-10-13
287,UK,Basic,2022-10-14
288,India,Basic,2022-10-15
289,India,Premium,2022-10-16
290,USA,Standard,2022-10-17
291,UK,Basic,2022-10-18
292,Canada,Premium,2022-10-19
293,UK,Premium,2022-10-20
294,UK,Basic,2022-10-21
295,Canada,Standard,2022-10-22
296,Canada,Premium,2022-10-23
297,Canada,Standard,2022-10-24
298,USA,Basic,2022-10-25
299,UK,Standard,2022-10-26
300,USA,Premium,2022-10-27
301,USA,Basic,2022-10-28
302,UK,Premium,2022-10-29
303,India,Premium,2022-10-30
304,UK,Premium,2022-10-31
305,India,Standard,2022-11-01
306,USA,Premium,2022-11-02
307,USA,Standard,2022-11-03
308,USA,Standard,2022-11-04
309,India,Premium,2022-11-05
310,India,Premium,2022-11-06
311,USA,Basic,2022-11-07
312,Canada,Standard,2022-11-08
313,India,Premium,2022-11-09
314,USA,Standard,2022-11-10
315,India,Premium,2022-11-11
316,UK,Premium,2022-11-12
317,USA,Premium,2022-11-13
318,India,Basic,2022-11-14
319,Canada,Basic,2022-11-15
320,India,Premium,2022-11-16
321,India,Premium,2022-11-17
322,USA,Standard,2022-11-18
323,UK,Basic,2022-11-19
324,India,Standard,2022-11-20
325,UK,Basic,2022-11-21
326,India,Standard,2022-11-22
327,Canada,Standard,2022-11-23
328,USA,Standard,2022-11-24
329,USA,Standard,2022-11-25
330,UK,Premium,2022-11-26
331,Canada,Basic,2022-11-27
332,UK,Premium,2022-11-28
333,UK,Premium,2022-11-29
334,UK,Premium,2022-11-30
335,UK,Basic,2022-12-01
336,India,Premium,2022-12-02
337,USA,Standard,2022-12-03
338,UK,Basic,2022-12-04
339,Canada,Standard,2022-12-05
340,UK,Premium,2022-12-06
341,USA,Standard,2022-12-07
342,India,Premium,2022-12-08
343,UK,Standard,2022-12-09
344,Canada,Premium,2022-12-10
345,India,Premium,2022-12-11
346,USA,Basic,2022-12-12
347,UK,Standard,2022-12-13
348,USA,Premium,2022-12-14
349,Canada,Basic,2022-12-15
350,India,Standard,2022-12-16
351,USA,Standard,2022-12-17
352,Canada,Basic,2022-12-18
353,USA,Standard,2022-12-19
354,USA,Standard,2022-12-20
355,USA,Standard,2022-12-21
356,Canada,Premium,2022-12-22
357,Canada,Basic,2022-12-23
358,India,Standard,2022-12-24
359,UK,Premium,2022-12-25
360,UK,Premium,2022-12-26
361,UK,Premium,2022-12-27
362,India,Standard,2022-12-28
363,Canada,Standard,2022-12-29
364,UK,Standard,2022-12-30
365,India,Premium,2022-12-31
366,Canada,Basic,2023-01-01
367,USA,Premium,2023-01-02
368,Canada,Premium,2023-01-03
369,USA,Premium,2023-01-04
370,Canada,Basic,2023-01-05
371,UK,Premium,2023-01-06
372,Canada,Basic,2023-01-07
373,UK,Basic,2023-01-08
374,UK,Premium,2023-01-09
375,Canada,Basic,2023-01-10
376,India,Premium,2023-01-11
377,USA,Basic,2023-01-12
378,USA,Basic,2023-01-13
379,India,Basic,2023-01-14
380,India,Standard,2023-01-15
381,Canada,Standard,2023-01-16
382,Canada,Basic,2023-01-17
383,USA,Premium,2023-01-18
384,India,Premium,2023-01-19
385,Canada,Premium,2023-01-20
386,India,Basic,2023-01-21
387,USA,Basic,2023-01-22
388,UK,Standard,2023-01-23
389,Canada,Standard,2023-01-24
390,India,Premium,2023-01-25
391,India,Standard,2023-01-26
392,Canada,Basic,2023-01-27
393,USA,Basic,2023-01-28
394,UK,Standard,2023-01-29
395,USA,Standard,2023-01-30
396,USA,Premium,2023-01-31
397,USA,Basic,2023-02-01
398,India,Premium,2023-02-02
399,UK,Premium,2023-02-03
400,UK,Premium,2023-02-04
401,UK,Basic,2023-02-05
402,Canada,Premium,2023-02-06
403,UK,Premium,2023-02-07
404,USA,Standard,2023-02-08
405,USA,Standard,2023-02-09
406,Canada,Premium,2023-02-10
407,UK,Standard,2023-02-11
408,Canada,Premium,2023-02-12
409,Canada,Basic,2023-02-13
410,UK,Standard,2023-02-14
411,USA,Standard,2023-02-15
412,India,Premium,2023-02-16
413,UK,Premium,2023-02-17
414,India,Standard,2023-02-18
415,India,Premium,2023-02-19
416,UK,Premium,2023-02-20
417,India,Standard,2023-02-21
418,UK,Standard,2023-02-22
419,Canada,Standard,2023-02-23
420,USA,Premium,2023-02-24
421,India,Basic,2023-02-25
422,India,Basic,2023-02-26
423,India,Standard,2023-02-27
424,India,Basic,2023-02-28
425,Canada,Premium,2023-03-01
426,UK,Standard,2023-03-02
427,UK,Basic,2023-03-03
428,UK,Premium,2023-03-04
429,UK,Basic,2023-03-05
430,Canada,Premium,2023-03-06
431,Canada,Premium,2023-03-07
432,USA,Premium,2023-03-08
433,USA,Basic,2023-03-09
434,UK,Premium,2023-03-10
435,India,Basic,2023-03-11
436,UK,Standard,2023-03-12
437,UK,Basic,2023-03-13
438,Canada,Standard,2023-03-14
439,Canada,Basic,2023-03-15
440,UK,Standard,2023-03-16
441,Canada,Standard,2023-03-17
442,India,Premium,2023-03-18
443,India,Standard,2023-03-19
444,India,Standard,2023-03-20
445,India,Basic,2023-03-21
446,Canada,Basic,2023-03-22
447,Canada,Premium,2023-03-23
448,USA,Standard,2023-03-24
449,USA,Premium,2023-03-25
450,India,Premium,2023-03-26
451,USA,Premium,2023-03-27
452,Canada,Premium,2023-03-28
453,UK,Standard,2023-03-29
454,UK,Standard,2023-03-30
455,India,Premium,2023-03-31
456,USA,Standard,2023-04-01
457,USA,Standard,2023-04-02
458,Canada,Standard,2023-04-03
459,India,Standard,2023-04-04
460,USA,Basic,2023-04-05
461,USA,Premium,2023-04-06
462,Canada,Standard,2023-04-07
463,Canada,Basic,2023-04-08
464,India,Basic,2023-04-09
465,India,Basic,2023-04-10
466,USA,Premium,2023-04-11
467,Canada,Basic,2023-04-12
468,India,Premium,2023-04-13
469,Canada,Standard,2023-04-14
470,USA,Premium,2023-04-15
471,USA,Standard,2023-04-16
472,India,Premium,2023-04-17
473,UK,Standard,2023-04-18
474,India,Basic,2023-04-19
475,India,Premium,2023-04-20
476,USA,Basic,2023-04-21
477,Canada,Premium,2023-04-22
478,UK,Premium,2023-04-23
479,Canada,Premium,2023-04-24
480,Canada,Standard,2023-04-25
481,India,Standard,2023-04-26
482,USA,Premium,2023-04-27
483,India,Basic,2023-04-28
484,USA,Premium,2023-04-29
485,India,Premium,2023-04-30
486,India,Basic,2023-05-01
487,UK,Standard,2023-05-02
488,USA,Premium,2023-05-03
489,India,Basic,2023-05-04
490,USA,Standard,2023-05-05
491,UK,Premium,2023-05-06
492,India,Premium,2023-05-07
493,Canada,Standard,2023-05-08
494,Canada,Basic,2023-05-09
495,India,Standard,2023-05-10
496,Canada,Premium,2023-05-11
497,Canada,Premium,2023-05-12
498,India,Standard,2023-05-13
499,Canada,Basic,2023-05-14
500,Canada,Premium,2023-05-15
501,UK,Premium,2023-05-16
502,Canada,Basic,2023-05-17
503,India,Standard,2023-05-18
504,Canada,Standard,2023-05-19
505,USA,Premium,2023-05-20
506,USA,Standard,2023-05-21
507,UK,Basic,2023-05-22
508,India,Basic,2023-05-23
509,USA,Basic,2023-05-24
510,USA,Standard,2023-05-25
511,USA,Premium,2023-05-26
512,USA,Basic,2023-05-27
513,India,Basic,2023-05-28
514,India,Premium,2023-05-29
515,India,Basic,2023-05-30
516,Canada,Basic,2023-05-31
517,Canada,Basic,2023-06-01
518,Canada,Standard,2023-06-02
519,Canada,Premium,2023-06-03
520,India,Premium,2023-06-04
521,India,Standard,2023-06-05
522,India,Standard,2023-06-06
523,Canada,Standard,2023-06-07
524,India,Basic,2023-06-08
525,India,Basic,2023-06-09
526,Canada,Basic,2023-06-10
527,USA,Standard,2023-06-11
528,USA,Basic,2023-06-12
529,India,Basic,2023-06-13
530,Canada,Standard,2023-06-14
531,India,Basic,2023-06-15
532,India,Standard,2023-06-16
533,USA,Standard,2023-06-17
534,UK,Basic,2023-06-18
535,UK,Basic,2023-06-19
536,Canada,Premium,2023-06-20
537,UK,Standard,2023-06-21
538,Canada,Standard,2023-06-22
539,UK,Premium,2023-06-23
540,USA,Basic,2023-06-24
541,UK,Standard,2023-06-25
542,USA,Premium,2023-06-26
543,UK,Standard,2023-06-27
544,USA,Standard,2023-06-28
545,USA,Basic,2023-06-29
546,UK,Premium,2023-06-30
547,Canada,Basic,2023-07-01
548,India,Basic,2023-07-02
549,India,Basic,2023-07-03
550,USA,Standard,2023-07-04
551,USA,Standard,2023-07-05
552,UK,Basic,2023-07-06
553,India,Premium,2023-07-07
554,Canada,Basic,2023-07-08
555,UK,Standard,2023-07-09
556,USA,Basic,2023-07-10
557,USA,Standard,2023-07-11
558,UK,Standard,2023-07-12
559,USA,Basic,2023-07-13
560,USA,Standard,2023-07-14
561,Canada,Premium,2023-07-15
562,UK,Premium,2023-07-16
563,UK,Premium,2023-07-17
564,UK,Standard,2023-07-18
565,Canada,Basic,2023-07-19
566,USA,Basic,2023-07-20
567,UK,Standard,2023-07-21
568,Canada,Premium,2023-07-22
569,UK,Standard,2023-07-23
570,Canada,Premium,2023-07-24
571,India,Premium,2023-07-25
572,India,Premium,2023-07-26
573,UK,Premium,2023-07-27
574,USA,Standard,2023-07-28
575,USA,Basic,2023-07-29
576,USA,Premium,2023-07-30
577,India,Standard,2023-07-31
578,Canada,Standard,2023-08-01
579,India,Premium,2023-08-02
580,USA,Premium,2023-08-03
581,USA,Basic,2023-08-04
582,UK,Premium,2023-08-05
583,India,Premium,2023-08-06
584,Canada,Basic,2023-08-07
585,USA,Standard,2023-08-08
586,Canada,Basic,2023-08-09
587,Canada,Premium,2023-08-10
588,UK,Premium,2023-08-11
589,Canada,Premium,2023-08-12
590,USA,Premium,2023-08-13
591,India,Standard,2023-08-14
592,UK,Basic,2023-08-15
593,UK,Premium,2023-08-16
594,Canada,Standard,2023-08-17
595,USA,Standard,2023-08-18
596,India,Premium,2023-08-19
597,USA,Premium,2023-08-20
598,USA,Premium,2023-08-21
599,USA,Basic,2023-08-22
600,India,Premium,2023-08-23
601,UK,Basic,2023-08-24
602,USA,Premium,2023-08-25
603,India,Basic,2023-08-26
604,USA,Standard,2023-08-27
605,USA,Basic,2023-08-28
606,USA,Premium,2023-08-29
607,USA,Standard,2023-08-30
608,Canada,Basic,2023-08-31
609,India,Standard,2023-09-01
610,Canada,Premium,2023-09-02
611,Canada,Standard,2023-09-03
612,Canada,Basic,2023-09-04
613,UK,Premium,2023-09-05
614,UK,Premium,2023-09-06
615,USA,Standard,2023-09-07
616,USA,Standard,2023-09-08
617,Canada,Basic,2023-09-09
618,India,Premium,2023-09-10
619,Canada,Premium,2023-09-11
620,Canada,Standard,2023-09-12
621,USA,Basic,2023-09-13
622,Canada,Premium,2023-09-14
623,UK,Standard,2023-09-15
624,UK,Premium,2023-09-16
625,India,Standard,2023-09-17
626,UK,Premium,2023-09-18
627,UK,Standard,2023-09-19
628,India,Premium,2023-09-20
629,USA,Premium,2023-09-21
630,UK,Premium,2023-09-22
631,India,Standard,2023-09-23
632,India,Basic,2023-09-24
633,UK,Standard,2023-09-25
634,UK,Standard,2023-09-26
635,India,Premium,2023-09-27
636,UK,Premium,2023-09-28
637,UK,Premium,2023-09-29
638,India,Standard,2023-09-30
639,India,Standard,2023-10-01
640,UK,Premium,2023-10-02
641,India,Basic,2023-10-03
642,India,Premium,2023-10-04
643,India,Standard,2023-10-05
644,Canada,Basic,2023-10-06
645,USA,Standard,2023-10-07
646,UK,Basic,2023-10-08
647,UK,Basic,2023-10-09
648,Canada,Standard,2023-10-10
649,India,Basic,2023-10-11
650,UK,Standard,2023-10-12
651,India,Premium,2023-10-13
652,UK,Premium,2023-10-14
653,USA,Basic,2023-10-15
654,India,Standard,2023-10-16
655,USA,Standard,2023-10-17
656,USA,Premium,2023-10-18
657,UK,Standard,2023-10-19
658,Canada,Premium,2023-10-20
659,Canada,Basic,2023-10-21
660,India,Premium,2023-10-22
661,USA,Basic,2023-10-23
662,UK,Standard,2023-10-24
663,India,Standard,2023-10-25
664,USA,Premium,2023-10-26
665,USA,Basic,2023-10-27
666,UK,Basic,2023-10-28
667,UK,Standard,2023-10-29
668,Canada,Standard,2023-10-30
669,India,Standard,2023-10-31
670,India,Basic,2023-11-01
671,USA,Basic,2023-11-02
672,India,Basic,2023-11-03
673,UK,Basic,2023-11-04
674,India,Premium,2023-11-05
675,USA,Basic,2023-11-06
676,India,Premium,2023-11-07
677,UK,Premium,2023-11-08
678,UK,Basic,2023-11-09
679,India,Basic,2023-11-10
680,India,Basic,2023-11-11
681,USA,Basic,2023-11-12
682,Canada,Basic,2023-11-13
683,India,Premium,2023-11-14
684,Canada,Basic,2023-11-15
685,UK,Standard,2023-11-16
686,Canada,Basic,2023-11-17
687,Canada,Basic,2023-11-18
688,UK,Standard,2023-11-19
689,UK,Standard,2023-11-20
690,India,Premium,2023-11-21
691,USA,Basic,2023-11-22
692,UK,Premium,2023-11-23
693,India,Premium,2023-11-24
694,USA,Premium,2023-11-25
695,USA,Standard,2023-11-26
696,UK,Premium,2023-11-27
697,UK,Standard,2023-11-28
698,UK,Premium,2023-11-29
699,UK,Basic,2023-11-30
700,Canada,Premium,2023-12-01
701,India,Basic,2023-12-02
702,USA,Standard,2023-12-03
703,Canada,Basic,2023-12-04
704,India,Premium,2023-12-05
705,UK,Premium,2023-12-06
706,UK,Premium,2023-12-07
707,UK,Standard,2023-12-08
708,Canada,Standard,2023-12-09
709,UK,Basic,2023-12-10
710,India,Premium,2023-12-11
711,UK,Standard,2023-12-12
712,UK,Standard,2023-12-13
713,USA,Standard,2023-12-14
714,UK,Premium,2023-12-15
715,Canada,Standard,2023-12-16
716,Canada,Premium,2023-12-17
717,India,Standard,2023-12-18
718,India,Basic,2023-12-19
719,UK,Basic,2023-12-20
720,India,Standard,2023-12-21
721,UK,Premium,2023-12-22
722,Canada,Basic,2023-12-23
723,USA,Standard,2023-12-24
724,USA,Premium,2023-12-25
725,India,Basic,2023-12-26
726,USA,Premium,2023-12-27
727,Canada,Standard,2023-12-28
728,Canada,Premium,2023-12-29
729,India,Standard,2023-12-30
730,UK,Premium,2023-12-31
731,USA,Basic,2024-01-01
732,Canada,Standard,2024-01-02
733,UK,Standard,2024-01-03
734,Canada,Standard,2024-01-04
735,UK,Basic,2024-01-05
736,India,Standard,2024-01-06
737,UK,Premium,2024-01-07
738,Canada,Premium,2024-01-08
739,UK,Premium,2024-01-09
740,India,Standard,2024-01-10
741,India,Premium,2024-01-11
742,India,Premium,2024-01-12
743,USA,Premium,2024-01-13
744,Canada,Standard,2024-01-14
745,Canada,Basic,2024-01-15
746,UK,Premium,2024-01-16
747,India,Premium,2024-01-17
748,UK,Basic,2024-01-18
749,USA,Basic,2024-01-19
750,USA,Standard,2024-01-20
751,UK,Standard,2024-01-21
752,UK,Premium,2024-01-22
753,India,Standard,2024-01-23
754,UK,Premium,2024-01-24
755,UK,Basic,2024-01-25
756,UK,Premium,2024-01-26
757,UK,Basic,2024-01-27
758,India,Premium,2024-01-28
759,India,Basic,2024-01-29
760,Canada,Premium,2024-01-30
761,USA,Standard,2024-01-31
762,India,Standard,2024-02-01
763,India,Premium,2024-02-02
764,UK,Premium,2024-02-03
765,India,Premium,2024-02-04
766,Canada,Premium,2024-02-05
767,UK,Standard,2024-02-06
768,USA,Standard,2024-02-07
769,UK,Premium,2024-02-08
770,USA,Basic,2024-02-09
771,India,Standard,2024-02-10
772,USA,Basic,2024-02-11
773,India,Premium,2024-02-12
774,UK,Standard,2024-02-13
775,UK,Standard,2024-02-14
776,UK,Basic,2024-02-15
777,USA,Standard,2024-02-16
778,Canada,Premium,2024-02-17
779,UK,Standard,2024-02-18
780,UK,Premium,2024-02-19
781,Canada,Premium,2024-02-20
782,UK,Premium,2024-02-21
783,UK,Premium,2024-02-22
784,India,Standard,2024-02-23
785,India,Premium,2024-02-24
786,USA,Basic,2024-02-25
787,UK,Standard,2024-02-26
788,USA,Premium,2024-02-27
789,USA,Premium,2024-02-28
790,Canada,Standard,2024-02-29
791,USA,Standard,2024-03-01
792,Canada,Standard,2024-03-02
793,UK,Premium,2024-03-03
794,UK,Premium,2024-03-04
795,USA,Premium,2024-03-05
796,USA,Standard,2024-03-06
797,UK,Standard,2024-03-07
798,India,Premium,2024-03-08
799,USA,Basic,2024-03-09
800,USA,Basic,2024-03-10
801,India,Premium,2024-03-11
802,Canada,Basic,2024-03-12
803,Canada,Standard,2024-03-13
804,India,Basic,2024-03-14
805,India,Premium,2024-03-15
806,India,Premium,2024-03-16
807,Canada,Standard,2024-03-17
808,India,Standard,2024-03-18
809,USA,Standard,2024-03-19
810,USA,Standard,2024-03-20
811,India,Premium,2024-03-21
812,Canada,Premium,2024-03-22
813,Canada,Basic,2024-03-23
814,Canada,Standard,2024-03-24
815,USA,Standard,2024-03-25
816,UK,Standard,2024-03-26
817,Canada,Premium,2024-03-27
818,Canada,Standard,2024-03-28
819,Canada,Basic,2024-03-29
820,UK,Basic,2024-03-30
821,India,Premium,2024-03-31
822,USA,Standard,2024-04-01
823,USA,Premium,2024-04-02
824,USA,Standard,2024-04-03
825,UK,Standard,2024-04-04
826,UK,Basic,2024-04-05
827,Canada,Premium,2024-04-06
828,USA,Premium,2024-04-07
829,Canada,Premium,2024-04-08
830,India,Standard,2024-04-09
831,Canada,Standard,2024-04-10
832,USA,Premium,2024-04-11
833,USA,Basic,2024-04-12
834,UK,Premium,2024-04-13
835,UK,Premium,2024-04-14
836,India,Basic,2024-04-15
837,UK,Standard,2024-04-16
838,India,Basic,2024-04-17
839,USA,Premium,2024-04-18
840,Canada,Premium,2024-04-19
841,USA,Premium,2024-04-20
842,USA,Standard,2024-04-21
843,Canada,Premium,2024-04-22
844,USA,Standard,2024-04-23
845,India,Basic,2024-04-24
846,UK,Premium,2024-04-25
847,UK,Basic,2024-04-26
848,Canada,Basic,2024-04-27
849,UK,Standard,2024-04-28
850,UK,Premium,2024-04-29
851,India,Premium,2024-04-30
852,UK,Standard,2024-05-01
853,Canada,Basic,2024-05-02
854,Canada,Basic,2024-05-03
855,India,Basic,2024-05-04
856,India,Premium,2024-05-05
857,Canada,Premium,2024-05-06
858,USA,Standard,2024-05-07
859,Canada,Premium,2024-05-08
860,Canada,Basic,2024-05-09
861,UK,Basic,2024-05-10
862,USA,Standard,2024-05-11
863,UK,Standard,2024-05-12
864,USA,Basic,2024-05-13
865,Canada,Basic,2024-05-14
866,Canada,Basic,2024-05-15
867,USA,Basic,2024-05-16
868,UK,Basic,2024-05-17
869,Canada,Premium,2024-05-18
870,USA,Standard,2024-05-19
871,UK,Basic,2024-05-20
872,India,Basic,2024-05-21
